pm25,aqi,co2,temperature,humidity,recommended_mode
25.78,59.72,1471.6,26.16,31.81,fresh_air
25.2,57.0,965.05,23.86,61.29,fresh_air
14.97,20.0,661.04,25.78,39.4,recirculation
63.56,145.4,1192.81,27.72,25.43,fresh_air
19.41,66.53,860.17,23.9,61.99,recirculation
34.5,101.18,1344.22,11.34,56.43,fresh_air
38.77,79.12,714.9,31.22,48.38,fresh_air
92.42,178.4,1116.17,22.72,37.2,recirculation
9.7,34.85,1126.8,11.62,63.93,fresh_air
44.19,131.3,431.81,28.86,81.71,fresh_air
19.27,20.0,647.28,22.55,27.39,fresh_air
47.92,85.12,739.36,21.58,28.1,fresh_air
28.17,68.82,1015.76,20.83,41.21,fresh_air
40.24,68.73,1157.2,21.07,49.63,fresh_air
61.07,122.76,1562.51,26.28,43.05,fresh_air
107.4,147.6,738.92,32.73,59.0,fresh_air
40.85,78.38,1600.0,20.93,91.27,fresh_air
131.26,185.16,1449.86,28.83,53.9,recirculation
16.49,60.25,1234.4,22.38,57.85,fresh_air
49.16,101.76,1240.98,24.45,53.81,fresh_air
24.46,52.97,1348.05,25.83,50.13,fresh_air
140.0,375.52,420.0,21.16,31.89,recirculation
124.47,147.36,1418.56,22.17,35.61,recirculation
22.95,24.5,812.59,27.67,31.09,recirculation
14.04,52.51,1190.52,28.69,47.92,fresh_air
29.53,62.13,861.43,24.29,53.25,recirculation
25.09,88.39,533.77,18.86,29.71,fresh_air
24.49,73.9,792.89,22.73,51.02,recirculation
122.64,226.3,1621.31,17.8,37.75,recirculation
5.0,20.0,545.16,24.32,35.03,recirculation
24.61,54.87,1025.23,25.1,41.25,fresh_air
65.63,111.28,795.69,22.84,34.31,recirculation
62.56,116.51,1099.85,25.04,58.49,fresh_air
100.1,167.99,1150.46,25.79,47.65,recirculation
29.54,100.92,796.96,25.1,61.41,recirculation
91.34,92.66,736.37,18.83,43.79,recirculation
20.06,44.95,1108.52,22.91,44.32,fresh_air
45.14,97.73,1034.92,25.76,76.23,fresh_air
85.78,151.66,1278.77,30.79,27.28,fresh_air
187.29,143.43,1856.21,29.29,59.79,recirculation
52.61,80.64,764.3,26.37,73.16,fresh_air
19.79,63.41,1207.12,27.78,60.72,fresh_air
31.69,36.05,588.51,23.15,45.37,recirculation
68.72,132.76,578.97,28.94,69.98,recirculation
52.42,98.36,1055.71,29.17,45.5,fresh_air
22.91,67.56,468.77,29.94,40.12,recirculation
8.72,30.85,1008.92,25.97,44.56,fresh_air
15.63,38.81,886.34,34.15,42.02,fresh_air
80.67,180.09,1754.49,23.35,54.2,fresh_air
22.91,64.94,844.54,33.13,65.54,fresh_air
5.68,20.0,1458.29,32.53,20.58,fresh_air
13.93,43.83,992.41,29.76,49.58,fresh_air
7.93,39.94,687.71,22.62,29.79,fresh_air
32.47,110.82,676.39,32.26,37.36,fresh_air
38.42,102.88,983.35,30.14,33.82,fresh_air
49.56,131.5,1735.92,27.1,26.43,fresh_air
43.67,84.39,1657.0,23.3,48.47,fresh_air
9.9,25.34,838.48,14.79,64.8,fresh_air
63.55,139.22,1274.59,23.23,56.17,fresh_air
79.93,165.55,1106.58,20.49,57.13,fresh_air
146.07,175.99,1345.88,23.06,48.18,recirculation
99.2,222.98,420.0,36.57,45.3,recirculation
86.9,192.09,848.99,31.39,61.08,fresh_air
140.0,255.62,1030.79,17.81,42.12,recirculation
13.23,54.64,1077.41,26.39,61.68,fresh_air
20.94,60.15,888.14,27.44,67.3,recirculation
27.51,81.91,1108.52,22.55,38.22,fresh_air
18.14,23.77,1731.45,24.77,40.28,fresh_air
160.93,309.75,1149.37,25.19,42.36,recirculation
35.68,81.07,1983.43,18.21,29.46,fresh_air
20.89,68.08,1268.19,19.57,43.43,fresh_air
66.67,130.86,1343.9,31.47,49.74,fresh_air
9.89,20.0,514.96,24.43,35.36,recirculation
5.0,20.0,1032.57,20.95,68.55,fresh_air
63.75,131.53,1062.94,20.58,43.93,fresh_air
62.63,132.01,1268.2,23.61,79.6,fresh_air
47.59,137.34,1193.14,27.81,40.45,fresh_air
40.96,103.38,1365.82,23.67,47.98,fresh_air
19.56,54.84,1021.16,35.71,14.44,fresh_air
159.51,230.0,1480.59,21.01,40.37,recirculation
12.5,62.59,2210.72,24.83,68.73,fresh_air
82.13,145.95,940.11,22.48,56.64,recirculation
97.79,99.93,716.35,26.53,64.4,recirculation
42.1,72.0,914.99,20.64,31.58,recirculation
158.48,242.17,1202.42,32.29,59.17,recirculation
48.55,94.94,982.65,16.73,36.4,fresh_air
20.25,40.3,834.69,31.38,31.28,fresh_air
30.82,71.18,1629.71,24.39,53.34,fresh_air
6.36,39.64,420.0,26.38,53.2,recirculation
8.27,27.87,909.4,29.74,50.75,recirculation
70.24,133.74,1172.65,27.69,60.05,fresh_air
35.78,69.32,1346.21,20.86,62.23,fresh_air
18.8,58.62,1050.31,26.58,70.58,fresh_air
28.72,62.53,1298.07,32.03,33.34,fresh_air
178.5,230.0,903.92,12.8,57.78,recirculation
31.41,47.83,860.74,39.94,86.09,fresh_air
21.55,58.35,997.65,25.66,44.87,fresh_air
27.26,63.45,1758.25,22.14,26.64,fresh_air
129.71,159.89,1257.23,18.16,57.42,recirculation
96.26,152.11,726.04,13.27,21.84,fresh_air
67.91,155.2,570.84,25.12,62.73,recirculation
37.39,99.33,1875.15,15.81,25.79,fresh_air
29.93,82.92,862.96,22.87,41.36,recirculation
73.91,146.22,766.33,19.38,40.4,recirculation
25.4,52.38,1931.11,27.22,31.48,fresh_air
67.29,104.63,991.31,23.06,62.24,fresh_air
47.95,92.44,1672.38,21.27,48.71,fresh_air
91.45,169.33,566.07,22.6,79.4,fresh_air
29.01,54.5,525.2,25.53,58.79,recirculation
48.72,107.62,1108.17,24.31,61.62,fresh_air
21.68,37.72,502.47,20.99,46.61,recirculation
56.91,96.1,1002.35,24.54,34.73,fresh_air
110.76,155.8,1280.4,23.78,37.77,recirculation
18.32,41.5,1281.0,19.1,30.83,fresh_air
14.32,27.04,1051.85,22.76,62.75,fresh_air
5.0,20.0,1044.29,26.49,44.61,fresh_air
46.82,110.74,1445.5,26.46,63.34,fresh_air
147.71,230.0,420.0,23.01,51.9,recirculation
60.78,119.35,739.27,26.91,45.9,recirculation
187.03,292.9,1770.28,19.79,33.63,recirculation
48.19,126.17,772.31,19.92,54.22,recirculation
120.74,141.44,1182.34,22.92,46.94,recirculation
185.33,343.71,1433.4,30.44,62.63,recirculation
37.46,134.3,894.25,24.7,39.98,recirculation
126.57,180.84,1303.9,14.93,78.32,recirculation
19.8,51.69,724.15,30.64,72.97,fresh_air
8.24,20.0,717.75,22.77,53.82,recirculation
52.75,107.65,930.5,33.61,60.99,fresh_air
8.03,24.08,658.61,21.8,58.01,recirculation
46.51,117.95,1107.83,19.65,76.57,fresh_air
53.35,143.82,1029.84,23.28,55.2,fresh_air
117.7,101.5,1815.07,22.93,59.8,fresh_air
82.9,163.78,566.48,20.53,49.49,recirculation
79.91,186.75,1754.57,35.19,39.16,fresh_air
25.48,40.18,858.91,25.37,33.09,recirculation
38.66,54.66,1927.39,26.0,67.74,fresh_air
20.31,94.42,1189.21,22.01,35.88,fresh_air
101.74,188.28,715.84,21.52,60.44,recirculation
17.33,46.45,970.37,28.41,55.82,fresh_air
27.38,59.33,1049.17,16.79,62.85,fresh_air
41.9,104.38,504.22,19.09,42.79,recirculation
36.92,119.91,1216.1,22.94,38.93,fresh_air
39.56,100.82,816.47,29.81,55.3,recirculation
186.31,260.07,836.42,22.39,45.91,recirculation
24.77,34.9,866.18,25.79,32.77,recirculation
138.52,146.93,1157.58,24.12,77.14,recirculation
49.76,102.21,1065.42,29.57,38.92,fresh_air
37.48,51.02,420.0,17.19,36.09,fresh_air
63.87,149.35,943.97,27.16,46.61,recirculation
52.52,90.81,420.0,23.14,67.54,recirculation
48.86,135.81,781.71,27.98,19.67,fresh_air
7.89,68.62,1168.59,20.48,66.38,fresh_air
148.28,164.31,1544.88,24.1,37.24,recirculation
33.07,86.31,1131.01,23.56,53.7,fresh_air
68.74,117.1,1021.29,19.69,40.54,fresh_air
5.0,39.47,1486.69,18.49,77.89,fresh_air
157.64,205.45,1281.28,27.69,21.22,recirculation
31.35,52.68,963.51,24.56,40.09,fresh_air
218.4,252.54,746.09,20.75,45.78,recirculation
96.74,112.82,1108.77,22.58,51.25,recirculation
68.87,135.47,843.99,15.89,52.49,fresh_air
39.47,108.04,1306.9,22.41,56.14,fresh_air
83.01,151.71,721.99,28.4,49.98,recirculation
26.04,99.57,1763.28,27.03,30.72,fresh_air
9.59,20.0,1014.22,23.63,45.24,fresh_air
90.91,193.76,1295.85,25.05,58.49,fresh_air
20.85,35.21,1001.04,20.44,40.62,fresh_air
45.26,99.45,927.93,30.99,59.42,fresh_air
44.15,87.67,952.55,32.89,50.44,fresh_air
40.7,84.38,806.21,24.71,46.95,recirculation
155.29,230.0,677.59,35.14,66.72,recirculation
180.11,254.91,772.88,21.08,25.67,recirculation
15.74,70.14,422.38,18.62,40.55,recirculation
132.4,200.36,1805.64,20.95,67.25,recirculation
30.02,75.72,538.86,23.06,75.62,fresh_air
25.56,48.36,803.41,33.94,82.0,fresh_air
66.28,117.47,1655.41,22.79,50.7,fresh_air
188.18,234.26,1581.09,20.3,56.41,recirculation
51.42,101.81,420.0,23.13,84.09,fresh_air
46.6,106.87,836.12,28.9,67.85,recirculation
14.77,20.0,979.53,28.29,54.38,fresh_air
7.65,30.84,1522.67,21.91,62.97,fresh_air
169.78,230.0,1209.46,15.93,56.44,recirculation
5.0,49.44,646.33,19.15,57.31,recirculation
93.59,166.35,420.0,31.4,37.14,fresh_air
163.65,230.0,1070.68,26.96,45.39,recirculation
67.55,148.78,720.36,24.28,42.68,recirculation
35.52,35.58,420.0,32.04,33.36,fresh_air
70.23,166.61,818.79,32.42,26.88,fresh_air
19.31,48.49,1179.95,23.85,44.07,fresh_air
40.62,127.73,531.55,23.92,46.31,recirculation
22.39,23.76,1467.36,21.5,51.47,fresh_air
27.29,85.48,642.15,22.78,57.78,recirculation
31.28,72.29,882.62,17.61,52.63,fresh_air
37.03,78.03,543.03,17.59,46.4,fresh_air
86.51,126.33,1572.77,16.59,37.19,fresh_air
39.41,100.85,825.23,28.66,62.28,recirculation
30.26,85.99,1073.16,29.29,40.3,fresh_air
41.97,149.76,2139.1,32.38,43.93,fresh_air
6.64,50.12,731.21,20.86,47.39,recirculation
57.43,109.49,1439.47,31.47,39.74,fresh_air
26.39,45.43,1111.95,22.43,42.57,fresh_air
9.16,20.0,1331.71,17.27,42.13,fresh_air
137.57,241.33,1152.87,29.52,45.98,recirculation
130.15,165.96,1292.05,30.03,59.18,recirculation
36.41,113.14,1442.03,20.1,55.7,fresh_air
16.29,57.83,420.0,13.7,85.04,fresh_air
9.94,42.48,1094.44,10.75,53.24,fresh_air
33.11,71.45,434.85,23.48,77.39,fresh_air
29.02,83.46,651.17,24.46,57.83,recirculation
83.33,141.77,1373.9,16.2,77.77,fresh_air
12.71,33.49,975.7,16.18,43.18,fresh_air
12.2,53.88,792.16,21.5,61.56,recirculation
54.7,96.47,1254.96,27.03,40.81,fresh_air
140.0,267.68,1967.0,23.1,29.41,recirculation
130.7,160.31,1477.68,22.59,71.37,recirculation
40.35,89.34,540.36,20.0,32.51,recirculation
28.63,79.31,1301.84,21.38,56.14,fresh_air
32.13,66.76,651.2,30.06,37.68,fresh_air
41.55,68.61,1311.76,19.1,65.77,fresh_air
5.11,61.9,1385.77,27.1,67.68,fresh_air
33.78,109.73,1452.76,24.2,57.41,fresh_air
63.33,149.67,1128.32,25.05,67.45,fresh_air
25.93,56.92,1660.51,20.85,50.1,fresh_air
56.03,112.84,809.3,22.49,81.28,fresh_air
26.26,92.91,1146.56,23.98,60.45,fresh_air
43.27,88.82,1100.37,21.76,37.39,fresh_air
35.95,70.05,542.87,25.43,50.97,recirculation
61.37,131.91,783.63,25.97,47.86,recirculation
14.4,42.96,1085.54,33.34,46.49,fresh_air
70.22,179.77,967.38,25.2,26.8,fresh_air
172.5,231.19,420.0,15.78,55.42,recirculation
27.46,77.79,1153.92,38.82,14.72,fresh_air
91.1,196.5,1799.65,23.12,14.64,fresh_air
16.38,48.07,736.66,32.65,45.18,fresh_air
113.0,193.1,1380.88,30.32,39.42,fresh_air
69.38,116.55,803.55,21.83,37.94,recirculation
22.88,80.83,922.9,27.1,10.0,fresh_air
18.8,36.44,989.95,21.45,38.09,fresh_air
47.29,101.23,1746.52,24.01,47.57,fresh_air
26.7,41.38,433.29,26.91,41.12,recirculation
187.86,259.74,1015.19,28.79,55.42,recirculation
116.71,188.61,1373.23,27.85,69.5,fresh_air
18.71,51.04,805.08,24.32,57.23,recirculation
110.95,116.35,1361.82,34.68,64.37,fresh_air
8.04,63.19,691.13,22.43,65.53,recirculation
25.37,56.34,1350.28,17.09,35.74,fresh_air
168.27,230.0,901.76,17.92,56.15,recirculation
11.02,20.0,1534.5,30.34,63.93,fresh_air
54.54,103.25,911.28,23.67,43.9,recirculation
36.76,55.08,1120.76,24.68,38.93,fresh_air
26.57,53.37,1009.76,21.67,57.43,fresh_air
88.68,130.58,1639.89,22.05,29.26,fresh_air
120.31,153.01,1859.48,20.62,34.77,recirculation
52.04,118.78,420.0,26.03,40.67,recirculation
21.42,42.09,1090.9,23.58,56.31,fresh_air
60.11,85.94,840.22,25.87,53.06,recirculation
17.37,87.68,1313.22,25.46,64.45,fresh_air
143.52,169.18,1430.07,22.17,37.09,recirculation
34.39,87.59,1607.39,21.3,26.23,fresh_air
13.12,20.0,1011.28,17.35,57.33,fresh_air
146.53,280.13,982.64,37.01,38.82,recirculation
77.28,99.29,1560.9,30.36,41.55,fresh_air
64.84,155.73,511.33,29.76,24.01,fresh_air
33.46,75.76,1464.65,21.1,54.07,fresh_air
22.58,70.87,420.0,24.04,71.58,fresh_air
24.8,76.06,1387.73,20.49,35.59,fresh_air
31.03,64.81,478.06,18.36,64.3,recirculation
103.18,222.79,1397.45,21.47,49.17,recirculation
105.01,102.83,1820.55,29.7,25.28,fresh_air
16.95,64.07,919.12,27.62,37.47,recirculation
87.1,159.11,432.13,19.83,36.61,recirculation
58.98,131.16,685.18,22.65,45.57,recirculation
133.08,210.09,1129.3,27.22,55.87,recirculation
72.84,150.12,420.0,27.93,95.0,fresh_air
56.0,97.3,890.59,24.34,29.96,fresh_air
94.98,134.61,1005.68,25.73,43.21,recirculation
86.86,163.27,974.56,25.68,37.46,recirculation
135.03,158.98,1016.68,25.09,32.25,recirculation
52.93,112.18,856.9,21.19,51.34,recirculation
25.66,66.86,1305.21,21.63,50.02,fresh_air
40.45,78.48,965.54,10.28,10.0,fresh_air
42.61,119.56,745.58,17.29,50.25,fresh_air
72.11,69.69,516.45,23.51,33.12,recirculation
27.2,113.87,640.26,27.51,50.17,recirculation
26.11,86.17,883.12,18.06,67.77,recirculation
20.62,60.58,829.37,25.17,56.48,recirculation
140.0,269.63,1656.83,27.37,52.49,recirculation
89.88,92.34,1964.49,16.1,42.6,fresh_air
116.85,124.21,1365.44,22.84,50.94,fresh_air
46.77,94.19,489.83,31.08,57.89,fresh_air
188.99,302.72,1299.26,26.37,56.5,recirculation
27.5,62.77,769.76,10.52,31.33,fresh_air
59.48,129.17,1079.67,36.11,33.58,fresh_air
183.59,250.75,1396.37,20.78,31.57,recirculation
35.34,58.84,810.26,26.97,39.72,recirculation
75.59,145.74,1557.49,21.03,59.91,fresh_air
71.73,147.82,495.73,16.01,73.02,fresh_air
25.24,70.37,690.45,21.69,51.31,recirculation
53.36,103.65,760.7,24.01,70.71,fresh_air
93.27,161.21,879.19,21.56,57.11,recirculation
79.78,122.99,1600.0,23.04,46.74,fresh_air
20.14,89.74,799.0,18.94,32.92,recirculation
18.64,35.74,794.43,26.11,70.14,fresh_air
20.14,69.1,1267.45,24.75,60.78,fresh_air
26.78,65.02,1000.33,17.05,75.18,fresh_air
20.19,47.79,679.07,28.27,80.34,fresh_air
93.93,164.7,1906.02,23.24,31.98,fresh_air
20.23,48.44,1202.27,24.7,32.02,fresh_air
38.25,33.6,811.14,27.29,10.0,fresh_air
194.95,221.31,1397.48,25.41,62.86,recirculation
33.63,103.99,855.66,29.01,59.19,recirculation
20.83,80.09,950.66,22.74,51.37,fresh_air
5.0,64.75,1223.67,28.45,32.83,fresh_air
104.61,248.72,713.35,24.53,48.75,recirculation
34.85,54.88,1006.52,26.18,52.59,fresh_air
26.37,57.08,989.37,25.74,60.96,fresh_air
72.88,75.03,769.96,29.34,53.82,recirculation
27.31,47.01,429.94,27.1,59.29,recirculation
32.01,108.6,978.66,22.1,48.26,fresh_air
20.29,99.31,1873.84,13.72,52.2,fresh_air
170.99,266.46,915.73,23.79,58.84,recirculation
75.4,73.2,899.3,20.73,33.38,recirculation
85.4,145.82,420.0,19.48,69.45,recirculation
73.4,180.88,881.08,14.85,67.16,fresh_air
20.27,56.02,993.78,17.34,56.52,fresh_air
30.21,66.59,1025.66,32.54,53.93,fresh_air
211.7,297.37,1636.4,21.18,73.22,recirculation
9.3,23.02,420.0,32.18,27.13,fresh_air
51.24,113.16,1192.04,25.73,67.38,fresh_air
140.0,230.0,966.87,23.79,43.33,recirculation
31.7,96.8,1180.66,17.55,65.33,fresh_air
108.84,234.89,891.83,24.02,51.69,recirculation
10.53,60.12,920.12,32.14,32.6,fresh_air
43.13,108.64,1036.74,30.7,43.05,fresh_air
78.09,148.56,1390.26,25.18,64.3,fresh_air
126.38,174.41,1790.63,19.06,47.06,recirculation
18.94,67.28,986.82,19.88,41.3,fresh_air
19.72,35.99,1137.97,20.33,41.21,fresh_air
43.57,86.69,420.0,29.5,58.99,recirculation
99.86,197.77,1440.41,31.02,74.51,fresh_air
30.87,75.98,1252.1,24.84,20.03,fresh_air
65.64,54.45,1875.68,22.7,89.21,fresh_air
13.24,37.22,920.99,30.66,52.85,fresh_air
26.73,82.02,694.01,19.79,58.12,recirculation
49.21,99.02,802.37,24.22,43.89,recirculation
125.75,239.86,1693.16,25.99,49.95,recirculation
111.4,189.3,1641.83,20.29,52.7,fresh_air
30.9,71.1,711.15,26.47,49.94,recirculation
77.06,136.1,1233.07,20.93,38.72,fresh_air
35.67,81.48,588.12,30.09,66.58,fresh_air
33.79,98.69,665.25,32.23,28.27,fresh_air
68.35,120.02,863.43,24.49,56.17,recirculation
115.05,122.89,1763.16,22.85,44.81,fresh_air
65.91,126.7,697.5,21.42,36.55,recirculation
60.15,145.1,1268.68,24.01,77.61,fresh_air
8.0,30.55,1018.06,21.63,36.64,fresh_air
54.15,98.46,1369.98,23.58,34.18,fresh_air
128.66,236.15,1371.23,25.78,47.38,recirculation
23.96,37.06,849.26,14.25,61.15,fresh_air
90.76,86.86,2031.65,11.35,30.3,fresh_air
26.66,36.79,717.22,23.2,52.18,recirculation
81.47,104.0,515.67,22.63,53.29,recirculation
82.29,195.09,2114.77,22.1,48.27,fresh_air
58.08,84.86,1139.81,27.28,40.17,fresh_air
5.59,37.39,2057.73,16.39,59.01,fresh_air
29.46,54.29,834.78,30.77,48.44,fresh_air
5.26,42.66,483.42,24.58,43.06,recirculation
29.33,50.27,844.82,26.62,70.72,fresh_air
21.32,57.15,1180.62,27.12,48.3,fresh_air
51.75,112.21,539.13,20.96,65.29,recirculation
83.95,174.25,796.37,20.07,67.18,recirculation
47.23,115.63,759.25,19.56,68.03,recirculation
43.97,85.28,1885.23,22.94,59.68,fresh_air
44.72,112.2,924.46,27.01,49.99,recirculation
25.25,106.22,975.26,21.49,49.1,fresh_air
30.6,40.5,972.53,26.61,46.58,fresh_air
38.35,70.18,606.03,13.82,19.66,fresh_air
31.22,69.46,432.04,22.34,60.06,recirculation
155.89,262.67,928.22,29.02,53.42,recirculation
113.41,135.13,1268.92,23.26,61.56,recirculation
29.68,45.34,2233.81,20.43,48.36,fresh_air
8.8,61.92,1349.97,21.18,59.31,fresh_air
66.41,70.49,2153.89,10.98,30.71,fresh_air
12.55,36.59,615.57,19.65,33.63,recirculation
44.4,118.84,1873.1,35.98,10.0,fresh_air
34.23,79.01,1086.45,21.49,48.12,fresh_air
140.0,230.0,1649.43,22.0,39.18,recirculation
17.89,23.23,767.86,13.97,37.35,fresh_air
150.82,191.24,1797.98,16.99,54.69,recirculation
52.93,117.6,1523.46,29.12,44.04,fresh_air
51.1,120.44,1658.25,26.65,29.94,fresh_air
54.4,87.89,460.16,18.42,85.63,fresh_air
32.65,93.04,1027.64,21.29,49.48,fresh_air
44.84,101.03,792.29,23.87,34.84,recirculation
34.32,83.58,980.84,18.86,40.62,fresh_air
19.78,82.43,921.13,15.38,47.58,fresh_air
11.73,30.35,907.04,23.32,47.55,recirculation
200.76,263.5,848.11,26.46,68.23,recirculation
207.17,249.65,1064.52,26.54,48.89,recirculation
7.72,28.05,1564.46,27.76,75.97,fresh_air
66.98,136.75,481.65,17.32,43.95,fresh_air
31.5,58.08,1007.93,24.25,55.97,fresh_air
35.0,40.54,649.66,14.46,48.89,fresh_air
99.8,131.03,515.69,23.62,66.73,recirculation
41.42,99.75,1885.56,23.09,68.37,fresh_air
16.64,50.68,1348.32,21.16,46.19,fresh_air
5.0,50.99,834.91,11.02,49.92,fresh_air
19.49,92.19,420.0,29.0,15.29,fresh_air
117.85,197.12,1366.43,25.42,47.26,fresh_air
13.03,69.1,1164.0,17.62,65.28,fresh_air
227.68,259.0,742.66,26.03,62.56,recirculation
26.99,100.79,816.98,22.08,48.79,recirculation
12.08,76.77,1566.89,22.2,73.79,fresh_air
95.48,148.1,1066.83,20.7,44.62,recirculation
38.84,102.04,1125.66,26.31,39.97,fresh_air
40.61,87.0,420.0,20.56,43.45,recirculation
5.0,26.17,1310.72,19.28,34.29,fresh_air
119.46,207.51,1025.46,28.87,58.71,recirculation
9.08,46.76,1499.98,14.47,60.04,fresh_air
54.48,101.66,656.6,23.37,58.54,recirculation
57.55,117.76,420.0,26.98,44.2,recirculation
11.75,20.0,861.88,21.13,49.19,recirculation
13.7,77.13,788.4,21.99,19.5,fresh_air
116.43,195.32,2500.0,25.31,55.27,fresh_air
22.25,67.17,1783.76,21.51,80.62,fresh_air
62.73,160.06,1179.89,24.95,34.59,fresh_air
73.34,156.01,797.42,20.75,48.53,recirculation
12.07,68.62,1749.34,34.35,52.39,fresh_air
16.4,22.68,793.35,26.35,74.7,fresh_air
31.36,122.4,771.6,25.78,35.14,recirculation
5.0,48.74,1129.66,17.09,54.64,fresh_air
48.28,116.59,1187.54,23.56,34.73,fresh_air
15.01,73.53,1141.83,18.94,42.19,fresh_air
88.54,154.0,816.26,23.84,53.88,recirculation
34.53,74.39,420.0,14.04,47.04,fresh_air
149.24,145.7,1463.37,17.37,49.92,recirculation
13.62,20.0,662.93,29.11,54.66,recirculation
11.64,50.16,826.27,25.59,43.09,recirculation
19.42,63.6,685.52,22.48,62.38,recirculation
76.7,145.42,2093.6,20.09,45.72,fresh_air
25.08,31.49,589.79,25.93,69.59,recirculation
135.93,219.48,1271.96,24.86,55.06,recirculation
27.77,56.79,1177.9,22.52,53.18,fresh_air
47.97,95.4,607.89,30.65,59.02,fresh_air
23.86,36.51,860.09,23.21,54.44,recirculation
76.71,134.32,1108.17,24.25,56.57,fresh_air
77.49,152.75,1431.82,18.03,45.44,fresh_air
71.17,127.38,1554.48,22.45,35.04,fresh_air
185.64,293.94,938.75,24.76,30.01,recirculation
19.8,40.38,1048.24,22.4,26.61,fresh_air
80.41,93.53,1217.0,21.91,74.68,fresh_air
24.15,50.91,970.51,25.41,19.02,fresh_air
193.68,292.74,420.0,30.51,66.71,recirculation
104.56,105.55,1487.07,24.62,38.51,fresh_air
41.48,93.35,1041.06,28.92,66.61,fresh_air
52.68,126.75,696.96,26.67,19.16,fresh_air
37.82,107.73,1914.23,28.66,46.71,fresh_air
87.43,118.31,843.57,21.38,70.36,fresh_air
97.52,172.65,882.16,23.11,59.98,recirculation
43.94,94.69,1152.43,23.13,45.28,fresh_air
149.29,197.68,1294.8,26.35,22.8,recirculation
57.35,92.02,905.83,27.41,31.49,recirculation
12.63,22.93,1093.77,24.54,69.45,fresh_air
43.49,81.89,477.21,27.77,45.12,recirculation
79.73,157.36,785.82,21.58,48.99,recirculation
29.27,55.46,1075.58,27.81,53.97,fresh_air
144.9,175.76,1480.38,28.37,31.76,recirculation
18.34,20.0,1241.51,26.91,55.7,fresh_air
39.81,58.07,1473.53,24.58,44.13,fresh_air
64.97,109.37,420.6,27.07,54.11,recirculation
100.37,124.77,1060.12,20.16,41.91,recirculation
9.03,20.0,1085.11,24.85,27.98,fresh_air
5.0,20.0,809.75,23.29,62.28,recirculation
21.07,47.9,1714.66,18.28,58.97,fresh_air
20.83,47.62,2058.95,26.04,55.52,fresh_air
22.36,61.29,1191.21,18.63,50.43,fresh_air
46.37,88.23,1300.75,22.16,62.57,fresh_air
53.59,144.02,909.33,24.17,47.15,recirculation
35.62,91.87,1862.22,29.83,34.65,fresh_air
84.73,196.64,556.85,24.35,43.28,recirculation
16.91,50.32,808.53,24.29,63.39,recirculation
13.98,45.64,796.5,25.14,72.02,fresh_air
40.33,114.88,968.67,26.44,42.2,fresh_air
12.5,28.49,857.74,20.71,29.15,fresh_air
11.41,53.88,1565.57,33.84,65.47,fresh_air
128.24,249.66,1184.63,23.53,39.58,recirculation
30.53,102.79,719.79,27.66,37.65,recirculation
78.37,158.21,1897.36,19.77,82.94,fresh_air
19.17,56.45,446.21,28.93,61.22,recirculation
9.25,29.4,674.46,17.14,49.99,fresh_air
35.14,91.38,1579.2,18.14,42.47,fresh_air
183.08,303.47,943.36,39.67,73.8,recirculation
52.66,146.4,1015.87,22.21,50.37,fresh_air
41.12,93.59,1003.26,26.81,55.12,fresh_air
82.68,93.73,1890.0,28.02,78.29,fresh_air
5.23,20.0,1636.87,25.18,46.1,fresh_air
30.59,48.79,438.95,34.3,50.27,fresh_air
28.8,80.97,586.86,10.28,57.65,fresh_air
5.0,20.0,677.05,20.48,62.44,recirculation
38.18,108.68,606.67,22.9,42.15,recirculation
12.16,20.0,884.35,33.72,64.32,fresh_air
54.35,118.37,1878.97,31.73,26.9,fresh_air
78.15,125.05,1986.74,29.54,57.68,fresh_air
18.79,20.0,991.12,20.59,40.99,fresh_air
33.45,118.58,1416.73,21.09,60.23,fresh_air
32.12,67.32,1793.45,20.44,49.81,fresh_air
31.36,77.26,435.55,20.63,42.51,recirculation
187.19,244.14,1133.83,30.42,44.59,recirculation
34.78,95.13,420.0,22.95,38.09,recirculation
17.59,55.14,1785.72,23.52,61.73,fresh_air
92.14,164.49,1735.88,27.33,35.32,fresh_air
131.57,240.14,1363.65,16.85,46.26,recirculation
93.66,206.55,1164.02,24.23,54.83,recirculation
37.79,96.47,552.99,19.28,72.59,fresh_air
51.14,149.35,857.19,22.73,49.87,recirculation
40.12,108.24,1905.11,21.48,46.6,fresh_air
30.71,37.16,865.19,21.26,53.83,recirculation
33.88,131.21,644.14,24.97,20.97,fresh_air
41.72,81.61,535.64,36.75,19.96,fresh_air
16.3,77.25,649.51,16.49,59.76,fresh_air
28.92,70.59,962.01,25.59,40.02,fresh_air
97.19,214.16,949.34,20.26,27.59,fresh_air
69.32,130.64,1931.16,26.93,62.01,fresh_air
74.62,178.71,420.0,23.11,53.64,recirculation
22.67,53.74,969.2,21.92,51.96,fresh_air
16.43,79.16,626.6,20.58,40.28,recirculation
34.61,89.08,1039.16,22.96,51.11,fresh_air
36.16,101.81,663.41,32.04,57.2,fresh_air
108.47,95.12,603.15,23.73,46.29,recirculation
120.4,233.0,899.82,19.08,56.22,recirculation
17.51,57.73,1473.0,27.95,38.86,fresh_air
14.6,48.75,1054.75,21.97,51.36,fresh_air
22.89,78.43,895.42,25.22,65.99,recirculation
28.24,61.52,953.3,21.4,67.25,fresh_air
